id,caption
400803,A man standing on top of an orange boat on a river.
422706,People watching off the side of a cruise ship as a life boat is lowered.
7574,A kitchen with a very messy counter space.
542089,a bathroom with a bath tub a sink and a mirror
53505,A toilet sitting underneath a medicine cabinet in a bathroom.
500464,Bathroom with a white tiled floor and sink.
78823,A dog standing on the back of a brown car.
527220,A red car next to a gas station sign and parked blue and silver motorcycles.
178982,A view of a sign that leads to Brooklyn and Queens.
332455,a close up of a toilet with a pink seat and lid
408696,A man sitting on a toilet that isn't connected to anything. 
144300,A motorcycle and people looking a travel vehicles.
7816,A person on a motor bike travels around a sharp corner.
152120,A man in a jean jacket riding a motorcycle on a road.
308631,People stand around an antique motorcycle in a grassy area.
517523,A 787 airplane is landing at the airport.
5477,large mustard yellow commercial airplane parked in the airport
15272,A red light is a wonderful contrast to the pink leaves on trees
391375,A girl sitting on a bench in front of a stone wall.
442661,a giraffe stares out of a glass window 
69138,A red traffic light with a sad face drawn over it.
104619,a baby giraffe walking away from the shady area 
432553,A couple of dogs viewing something as a person sits in a chair.
548267,A herd of sheep grazing on a lush green field.
315187,an old passenger bus parked next to a walgreens 
76417,A dog is sticking it head outside of a car window 
196843,A school bus covered in art and a sign.
138550,AN IMAGE OF A FIRED HYDRANT ON THE STREET
244019,"A fire hydrant is painted red, white and blue and sits on a sidewalk in front of a brick wall that shows graffiti."
439623,A white fire hydrant sitting on a  sidewalk.
343315,A red fire hydrant sitting on a patch of green grass.
46804,A sheep standing in grass next to a rock wall.
340451,Man sitting on park bench waving and wearing water protective clothing. 
480842,Two tall giraffe standing next to each other.
436883,"A green bus traveling down the street, in a city."
546556,A group of sheep that are in the grass.
459500,A clock between two bronze flamingo statues on a black box.
98497,A traffic sign that has a picture of a man holding a surfboard on it.
338718,A street sign reading Cambridge st and Norfolk st's crossing lies broken on the ground. 
228771,Street signs on a pole painted in the colors of the Italian flag.
50165,Small train running down the tracks in the middle of a field.
158956,A woman is cutting into a cake with a large knife.
311883,A train moving along a track during the day.
270386,The black street pole has three different signs on it. 
240767,A red brick building with a street sign sitting outside of it.
100723,A large group of people standing in the street.
431896,A yellow and red train traveling down train tracks.
129062,A hotdog stand with outside seating and bright lights.
442456,A man sits on the tires of a car that rests on the ground. 
79229,a dog following a man on his horse in a field
188439,A colorful truck is driving with a full load of sticks and twigs.
151480,A group of baseball players that are walking in the outfield.
46872,A man standing along side of a truck trailer.
219485,Cat in window sill of colored panes on building
532575,A dog rests his head on the edge of a boat at sea.
489014,A dog that is standing on the side of a boat.
289229,A man wearing a white lab coat holding a bone saw.
281929,A man dressed in a suit standing next to his bicycle.
257896,a close up of a person wearing a suit and tie
203580,"A sidewalk with sandwich board, table and umbrella."
493284,A group of adult and young elephants walking. 
28449,A group of elephants are standing in the trees.
179174,very many travelling bags placed on the floor
393115,Nan or woman is enjoying a day of surfboarding on a brown/orange board.
370813,A skateboarder's airborne feet and skateboard near a curb
442746,A girl is playing in a grassy area.
236592,A dog eyeballing something cooking in the oven.
116589,A group of zebras stay close to each other near a log. 
369541,A dog catching a Frisbee in the grass.
122969,two zebras are standing together in the woods
381971,A horse drawn carriage is near a fire hydrant by a curb.
236730,A zebra staring blankly near a watering hole.
396863,The young girl wearing red and black rides atop the white pony.
576052,A female horse rider mounted near a body of water and mountains.
344888,A couple of horses by a fence on a field.
51712,A man skiing down the side of a snow covered mountain.
480275,A wooden wagon with wheels topped with bunches of bananas.
282037,A baseball player pitching a ball on top of a field.
476770,A group of men playing a game of baseball on a field.
220764,A person cross country skiing across a snow filled plain.
493799,"A plate topped with vegetables, meat and fruit."
312720,A man flying through the air while skiing.
568981,a man that is taking a picture of a little boy
461009,A man holding an apple between his fingers.
143998,A group of carrots with an organically grown strip tag around them.
546626,A smart phone sitting on top sitting on top of a wooden table.
563648,A skateboarder does an impressive trick in the air.
532855,A man grinding his skateboard on a rail.
38210,a skier is prepared to go down a mountain.
563349,A person on a board holding a para sail rope over a snow field.
311950,A hot dog on a bun covered in ketchup and mustard.
10583,a plate of meat topped with potatoes veggies and gravy
250901,A group of people getting their food from a bag.
74457,A  man standing on a beach while holding a white surfboard.
190007,this is man riding a wave on a board
177357,A surfer in the ocean trying not to wipeout.
